Image,RBC_GT_Count,RBC_GT_Positions,RBC_Raw_Count,RBC_Raw_Count_Acc,RBC_Raw_Spatial_Acc,RBC_Raw_Prec,RBC_Raw_Positions,RBC_Filt_Count,RBC_Filt_Count_Acc,RBC_Filt_Spatial_Acc,RBC_Filt_Prec,RBC_Filt_Positions,Plat_GT_Count,Plat_GT_Positions,Plat_Raw_Count,Plat_Raw_Count_Acc,Plat_Raw_Spatial_Acc,Plat_Raw_Prec,Plat_Raw_Positions,Plat_Filt_Count,Plat_Filt_Count_Acc,Plat_Filt_Spatial_Acc,Plat_Filt_Prec,Plat_Filt_Positions
BloodImage_00267.jpg,0,[],26,0.0,0.0,0.0,"[(1, 1, 37, 57), (1, 182, 59, 282), (1, 279, 26, 331), (1, 363, 76, 482), (12, 115, 113, 195), (1, 535, 96, 639), (80, 1, 106, 34), (88, 78, 133, 128), (106, 454, 131, 490), (117, 1, 231, 86), (123, 527, 218, 639), (183, 438, 262, 495), (238, 576, 252, 594), (261, 213, 275, 231), (261, 449, 370, 542), (294, 72, 371, 177), (299, 577, 324, 607), (308, 160, 453, 343), (330, 338, 454, 470), (391, 38, 479, 168), (415, 362, 479, 483), (396, 570, 479, 639), (423, 159, 479, 209), (449, 493, 479, 519), (456, 1, 479, 15), (463, 283, 479, 330)]",13,0.0,0.0,0.0,"[(1, 1, 37, 57), (1, 182, 59, 282), (1, 363, 76, 482), (12, 115, 113, 195), (1, 535, 96, 639), (117, 1, 231, 86), (123, 527, 218, 639), (261, 449, 370, 542), (294, 72, 371, 177), (330, 338, 454, 470), (391, 38, 479, 168), (415, 362, 479, 483), (396, 570, 479, 639)]",0,[],5,0.0,0.0,0.0,"[(32, 69, 57, 99), (68, 553, 73, 558), (121, 113, 273, 256), (137, 236, 144, 243), (321, 22, 340, 41)]",3,0.0,0.0,0.0,"[(68, 553, 73, 558), (137, 236, 144, 243), (321, 22, 340, 41)]"
BloodImage_00268.jpg,0,[],20,0.0,0.0,0.0,"[(1, 11, 96, 141), (1, 527, 65, 639), (37, 334, 107, 398), (85, 1, 132, 26), (98, 439, 165, 563), (148, 258, 262, 385), (175, 113, 223, 150), (137, 175, 233, 263), (211, 1, 282, 28), (143, 402, 246, 467), (211, 444, 291, 557), (230, 525, 366, 639), (272, 91, 359, 254), (276, 54, 359, 113), (297, 316, 404, 433), (295, 230, 390, 321), (414, 292, 474, 394), (421, 449, 479, 525), (429, 316, 479, 378), (444, 580, 479, 635)]",15,0.0,0.0,0.0,"[(1, 11, 96, 141), (1, 527, 65, 639), (37, 334, 107, 398), (98, 439, 165, 563), (148, 258, 262, 385), (137, 175, 233, 263), (211, 444, 291, 557), (230, 525, 366, 639), (272, 91, 359, 254), (276, 54, 359, 113), (297, 316, 404, 433), (295, 230, 390, 321), (414, 292, 474, 394), (421, 449, 479, 525), (429, 316, 479, 378)]",0,[],3,0.0,0.0,0.0,"[(0, 135, 95, 221), (0, 203, 64, 302), (83, 202, 140, 303)]",0,1.0,0.0,0.0,[]
BloodImage_00269.jpg,8,"[(79, 499, 185, 603), (100, 340, 194, 436), (255, 258, 356, 366), (166, 356, 289, 465), (265, 78, 354, 177), (178, 260, 268, 356), (324, 544, 443, 640), (195, 500, 274, 589)]",31,0.0,0.026,0.032,"[(1, 205, 17, 232), (1, 230, 35, 417), (1, 559, 33, 632), (1, 415, 41, 535), (9, 1, 89, 47), (23, 593, 79, 639), (34, 143, 50, 157), (91, 534, 175, 598), (95, 504, 169, 552), (74, 1, 171, 103), (108, 339, 156, 397), (114, 362, 257, 448), (78, 225, 191, 311), (171, 199, 239, 279), (222, 39, 346, 175), (222, 500, 334, 573), (224, 390, 278, 451), (244, 601, 325, 639), (247, 477, 351, 538), (246, 269, 327, 338), (286, 275, 349, 350), (259, 1, 328, 80), (311, 360, 431, 507), (327, 538, 450, 636), (359, 153, 479, 280), (402, 276, 464, 357), (392, 95, 479, 159), (435, 288, 479, 352), (443, 456, 479, 559), (387, 24, 467, 108), (463, 220, 479, 255)]",22,0.0,0.034,0.045,"[(1, 230, 35, 417), (1, 559, 33, 632), (1, 415, 41, 535), (9, 1, 89, 47), (23, 593, 79, 639), (91, 534, 175, 598), (95, 504, 169, 552), (74, 1, 171, 103), (108, 339, 156, 397), (114, 362, 257, 448), (222, 39, 346, 175), (222, 500, 334, 573), (224, 390, 278, 451), (244, 601, 325, 639), (247, 477, 351, 538), (246, 269, 327, 338), (286, 275, 349, 350), (327, 538, 450, 636), (359, 153, 479, 280), (402, 276, 464, 357), (392, 95, 479, 159), (443, 456, 479, 559)]",0,[],4,0.0,0.0,0.0,"[(18, 114, 204, 246), (51, 529, 61, 545), (75, 197, 86, 213), (225, 208, 254, 232)]",3,0.0,0.0,0.0,"[(51, 529, 61, 545), (75, 197, 86, 213), (225, 208, 254, 232)]"
BloodImage_00270.jpg,0,[],28,0.0,0.0,0.0,"[(1, 17, 63, 94), (1, 481, 13, 517), (1, 248, 98, 358), (10, 1, 76, 34), (15, 526, 137, 639), (1, 91, 104, 179), (98, 110, 153, 153), (124, 87, 207, 152), (86, 292, 207, 401), (131, 463, 221, 560), (136, 569, 192, 619), (115, 1, 197, 35), (168, 146, 291, 289), (178, 422, 287, 520), (198, 95, 254, 157), (215, 20, 316, 114), (235, 276, 307, 328), (261, 544, 369, 639), (273, 313, 325, 413), (286, 213, 368, 280), (300, 177, 443, 251), (326, 1, 412, 47), (335, 44, 408, 89), (344, 616, 415, 639), (407, 58, 479, 208), (445, 396, 479, 457), (441, 511, 479, 595), (432, 217, 479, 257)]",18,0.0,0.0,0.0,"[(1, 248, 98, 358), (15, 526, 137, 639), (1, 91, 104, 179), (124, 87, 207, 152), (86, 292, 207, 401), (131, 463, 221, 560), (168, 146, 291, 289), (178, 422, 287, 520), (198, 95, 254, 157), (215, 20, 316, 114), (235, 276, 307, 328), (261, 544, 369, 639), (273, 313, 325, 413), (286, 213, 368, 280), (300, 177, 443, 251), (326, 1, 412, 47), (335, 44, 408, 89), (407, 58, 479, 208)]",0,[],3,0.0,0.0,0.0,"[(305, 95, 334, 128), (336, 357, 357, 381), (358, 256, 480, 380)]",1,0.0,0.0,0.0,"[(336, 357, 357, 381)]"
BloodImage_00271.jpg,11,"[(337, 507, 455, 613), (278, 562, 373, 640), (181, 503, 295, 618), (204, 129, 308, 229), (353, 321, 459, 405), (355, 355, 459, 455), (24, 74, 145, 190), (1, 463, 77, 577), (366, 75, 470, 175), (344, 141, 425, 233), (250, 348, 350, 446)]",30,0.0,0.139,0.167,"[(1, 150, 95, 270), (1, 253, 58, 315), (1, 334, 53, 432), (1, 415, 61, 519), (1, 507, 66, 578), (27, 605, 54, 629), (38, 83, 139, 174), (27, 1, 103, 35), (108, 1, 194, 62), (111, 572, 214, 639), (94, 186, 145, 265), (171, 1, 315, 159), (193, 303, 348, 507), (214, 143, 270, 206), (199, 493, 283, 584), (222, 574, 282, 610), (244, 295, 260, 307), (260, 140, 304, 213), (283, 519, 399, 639), (311, 79, 367, 114), (343, 97, 450, 230), (358, 1, 442, 31), (366, 332, 450, 443), (364, 211, 444, 271), (384, 625, 429, 639), (388, 84, 479, 169), (376, 506, 427, 534), (459, 191, 479, 247), (469, 287, 479, 309), (464, 391, 479, 442)]",17,0.455,0.217,0.294,"[(1, 150, 95, 270), (1, 253, 58, 315), (1, 334, 53, 432), (1, 415, 61, 519), (1, 507, 66, 578), (38, 83, 139, 174), (108, 1, 194, 62), (111, 572, 214, 639), (214, 143, 270, 206), (199, 493, 283, 584), (260, 140, 304, 213), (283, 519, 399, 639), (343, 97, 450, 230), (358, 1, 442, 31), (366, 332, 450, 443), (364, 211, 444, 271), (388, 84, 479, 169)]",0,[],8,0.0,0.0,0.0,"[(14, 118, 38, 137), (89, 267, 205, 376), (133, 530, 157, 554), (156, 198, 209, 256), (198, 250, 218, 273), (198, 364, 203, 369), (210, 214, 234, 252), (219, 310, 231, 322)]",6,0.0,0.0,0.0,"[(14, 118, 38, 137), (133, 530, 157, 554), (198, 250, 218, 273), (198, 364, 203, 369), (210, 214, 234, 252), (219, 310, 231, 322)]"
BloodImage_00272.jpg,13,"[(402, 37, 480, 137), (46, 35, 147, 141), (125, 98, 248, 194), (184, 184, 308, 259), (66, 191, 167, 297), (83, 284, 182, 408), (1, 265, 93, 390), (191, 261, 315, 398), (67, 449, 161, 546), (259, 515, 353, 612), (379, 251, 477, 356), (347, 388, 454, 494), (92, 543, 180, 634)]",23,0.231,0.2,0.261,"[(1, 138, 49, 225), (1, 271, 111, 374), (1, 608, 12, 639), (1, 479, 101, 593), (81, 195, 161, 292), (82, 458, 118, 491), (88, 38, 138, 74), (103, 505, 203, 597), (107, 295, 180, 395), (110, 116, 174, 170), (188, 542, 312, 639), (197, 207, 308, 346), (227, 338, 286, 386), (237, 434, 334, 529), (255, 327, 304, 375), (275, 404, 320, 425), (288, 571, 343, 639), (352, 397, 449, 536), (364, 254, 479, 360), (419, 45, 479, 122), (386, 523, 454, 582), (433, 157, 479, 254), (471, 430, 479, 461)]",13,1.0,0.3,0.462,"[(1, 271, 111, 374), (1, 479, 101, 593), (81, 195, 161, 292), (103, 505, 203, 597), (107, 295, 180, 395), (188, 542, 312, 639), (197, 207, 308, 346), (237, 434, 334, 529), (255, 327, 304, 375), (352, 397, 449, 536), (364, 254, 479, 360), (419, 45, 479, 122), (433, 157, 479, 254)]",0,[],2,0.0,0.0,0.0,"[(257, 14, 344, 101), (303, 0, 381, 65)]",0,1.0,0.0,0.0,[]
BloodImage_00273.jpg,12,"[(265, 227, 359, 329), (211, 48, 306, 159), (167, 136, 282, 271), (275, 388, 386, 500), (286, 491, 387, 606), (92, 342, 188, 448), (78, 427, 174, 533), (170, 425, 266, 531), (78, 123, 174, 229), (61, 30, 166, 138), (31, 555, 129, 640), (386, 247, 475, 346)]",25,0.0,0.156,0.2,"[(1, 1, 47, 94), (1, 94, 105, 185), (1, 522, 99, 639), (19, 145, 73, 192), (65, 48, 143, 120), (91, 1, 162, 105), (85, 577, 122, 639), (82, 393, 174, 558), (96, 127, 156, 164), (114, 294, 127, 329), (114, 428, 173, 467), (120, 222, 142, 233), (163, 508, 288, 639), (174, 127, 277, 265), (215, 430, 244, 451), (242, 1, 342, 28), (207, 14, 274, 134), (279, 231, 350, 312), (289, 395, 376, 498), (291, 491, 380, 600), (366, 630, 397, 639), (369, 152, 470, 345), (362, 1, 433, 34), (431, 45, 479, 142), (452, 337, 479, 432)]",13,0.917,0.25,0.385,"[(1, 1, 47, 94), (1, 94, 105, 185), (1, 522, 99, 639), (65, 48, 143, 120), (91, 1, 162, 105), (82, 393, 174, 558), (174, 127, 277, 265), (242, 1, 342, 28), (279, 231, 350, 312), (289, 395, 376, 498), (291, 491, 380, 600), (431, 45, 479, 142), (452, 337, 479, 432)]",0,[],7,0.0,0.0,0.0,"[(0, 241, 87, 305), (10, 289, 89, 369), (58, 24, 85, 48), (350, 96, 361, 106), (368, 41, 397, 141), (405, 69, 411, 77), (415, 506, 428, 518)]",4,0.0,0.0,0.0,"[(58, 24, 85, 48), (350, 96, 361, 106), (405, 69, 411, 77), (415, 506, 428, 518)]"
BloodImage_00274.jpg,6,"[(350, 18, 456, 124), (209, 511, 315, 617), (317, 518, 423, 624), (43, 385, 149, 491), (64, 303, 170, 409), (147, 90, 253, 196)]",22,0.0,0.217,0.227,"[(1, 67, 68, 167), (1, 150, 52, 207), (7, 1, 79, 74), (1, 242, 42, 306), (13, 391, 140, 495), (1, 298, 71, 413), (52, 585, 159, 639), (81, 1, 160, 36), (83, 303, 181, 392), (67, 246, 183, 313), (102, 516, 206, 624), (161, 138, 192, 182), (177, 1, 326, 186), (177, 627, 203, 639), (198, 526, 316, 601), (243, 1, 276, 21), (291, 130, 479, 265), (347, 436, 479, 564), (318, 533, 397, 639), (316, 24, 452, 116), (368, 631, 412, 639), (468, 119, 479, 138)]",11,0.167,0.417,0.455,"[(1, 67, 68, 167), (1, 150, 52, 207), (7, 1, 79, 74), (13, 391, 140, 495), (52, 585, 159, 639), (83, 303, 181, 392), (67, 246, 183, 313), (102, 516, 206, 624), (198, 526, 316, 601), (318, 533, 397, 639), (316, 24, 452, 116)]",0,[],4,0.0,0.0,0.0,"[(196, 254, 243, 308), (215, 247, 349, 366), (303, 524, 323, 541), (318, 327, 328, 336)]",2,0.0,0.0,0.0,"[(303, 524, 323, 541), (318, 327, 328, 336)]"
BloodImage_00275.jpg,14,"[(59, 97, 157, 219), (38, 213, 140, 319), (254, 114, 358, 225), (209, 528, 301, 635), (95, 309, 187, 416), (93, 343, 173, 443), (55, 444, 135, 544), (187, 2, 312, 131), (362, 96, 467, 201), (309, 423, 398, 520), (368, 491, 480, 613), (134, 181, 231, 299), (353, 289, 452, 401), (24, 1, 135, 83)]",31,0.0,0.071,0.097,"[(1, 57, 73, 127), (1, 239, 86, 377), (1, 412, 68, 472), (1, 461, 87, 614), (1, 578, 120, 639), (44, 1, 139, 78), (54, 191, 153, 281), (72, 458, 187, 531), (98, 240, 136, 301), (92, 310, 179, 456), (108, 527, 201, 639), (125, 123, 145, 185), (139, 1, 266, 96), (140, 192, 230, 286), (161, 439, 273, 513), (207, 435, 283, 483), (222, 188, 286, 261), (203, 78, 314, 181), (233, 526, 290, 610), (266, 154, 351, 218), (272, 1, 369, 107), (302, 194, 430, 321), (324, 429, 427, 490), (319, 604, 383, 639), (367, 264, 479, 438), (375, 497, 450, 545), (378, 1, 479, 92), (379, 563, 427, 606), (369, 110, 448, 168), (419, 103, 479, 242), (444, 432, 470, 464)]",24,0.286,0.086,0.125,"[(1, 57, 73, 127), (1, 239, 86, 377), (1, 412, 68, 472), (1, 461, 87, 614), (1, 578, 120, 639), (44, 1, 139, 78), (54, 191, 153, 281), (72, 458, 187, 531), (92, 310, 179, 456), (108, 527, 201, 639), (139, 1, 266, 96), (140, 192, 230, 286), (161, 439, 273, 513), (207, 435, 283, 483), (222, 188, 286, 261), (203, 78, 314, 181), (233, 526, 290, 610), (266, 154, 351, 218), (272, 1, 369, 107), (302, 194, 430, 321), (324, 429, 427, 490), (375, 497, 450, 545), (378, 1, 479, 92), (419, 103, 479, 242)]",0,[],3,0.0,0.0,0.0,"[(176, 91, 197, 116), (207, 289, 314, 406), (245, 0, 263, 7)]",2,0.0,0.0,0.0,"[(176, 91, 197, 116), (245, 0, 263, 7)]"
BloodImage_00276.jpg,12,"[(95, 143, 213, 243), (194, 173, 304, 265), (11, 71, 113, 166), (32, 431, 134, 526), (32, 490, 134, 585), (144, 440, 246, 535), (161, 527, 263, 622), (246, 417, 354, 524), (302, 378, 410, 485), (207, 46, 309, 137), (360, 54, 466, 165), (327, 512, 419, 614)]",27,0.0,0.147,0.185,"[(1, 365, 25, 438), (1, 475, 77, 558), (1, 240, 48, 320), (24, 433, 121, 529), (29, 81, 112, 159), (18, 16, 113, 98), (56, 1, 198, 62), (81, 512, 132, 577), (105, 156, 184, 203), (116, 160, 240, 282), (163, 447, 270, 560), (181, 553, 225, 639), (205, 567, 316, 639), (214, 1, 308, 144), (224, 215, 307, 255), (228, 162, 303, 219), (261, 134, 307, 198), (265, 383, 420, 609), (291, 1, 368, 30), (294, 596, 358, 639), (298, 155, 425, 263), (336, 545, 365, 583), (363, 38, 465, 184), (391, 402, 409, 420), (422, 295, 479, 438), (445, 531, 479, 636), (462, 198, 479, 222)]",20,0.333,0.185,0.25,"[(1, 475, 77, 558), (1, 240, 48, 320), (24, 433, 121, 529), (29, 81, 112, 159), (18, 16, 113, 98), (56, 1, 198, 62), (81, 512, 132, 577), (105, 156, 184, 203), (116, 160, 240, 282), (163, 447, 270, 560), (181, 553, 225, 639), (205, 567, 316, 639), (214, 1, 308, 144), (228, 162, 303, 219), (291, 1, 368, 30), (294, 596, 358, 639), (298, 155, 425, 263), (363, 38, 465, 184), (422, 295, 479, 438), (445, 531, 479, 636)]",0,[],4,0.0,0.0,0.0,"[(59, 369, 64, 377), (60, 258, 180, 404), (172, 42, 192, 65), (324, 362, 337, 376)]",3,0.0,0.0,0.0,"[(59, 369, 64, 377), (172, 42, 192, 65), (324, 362, 337, 376)]"
BloodImage_00277.jpg,13,"[(301, 74, 404, 179), (332, 204, 402, 283), (259, 1, 369, 69), (134, 215, 215, 308), (1, 364, 83, 472), (77, 108, 184, 210), (1, 472, 95, 610), (359, 506, 462, 606), (216, 558, 340, 640), (404, 225, 480, 313), (108, 532, 213, 640), (1, 137, 98, 262), (348, 361, 446, 486)]",25,0.077,0.31,0.36,"[(1, 1, 26, 12), (1, 144, 92, 247), (1, 374, 81, 466), (1, 477, 84, 591), (1, 588, 27, 639), (34, 34, 115, 132), (68, 93, 127, 157), (85, 268, 198, 422), (104, 518, 208, 628), (140, 1, 160, 12), (163, 449, 250, 556), (184, 71, 294, 186), (199, 473, 280, 547), (225, 571, 289, 639), (255, 565, 327, 639), (268, 1, 362, 60), (241, 349, 296, 366), (308, 89, 398, 167), (309, 197, 352, 260), (319, 163, 386, 204), (350, 188, 401, 269), (354, 368, 400, 447), (367, 299, 441, 475), (376, 551, 479, 639), (413, 230, 479, 382)]",20,0.462,0.375,0.45,"[(1, 144, 92, 247), (1, 374, 81, 466), (1, 477, 84, 591), (34, 34, 115, 132), (68, 93, 127, 157), (85, 268, 198, 422), (104, 518, 208, 628), (163, 449, 250, 556), (184, 71, 294, 186), (199, 473, 280, 547), (225, 571, 289, 639), (255, 565, 327, 639), (268, 1, 362, 60), (308, 89, 398, 167), (319, 163, 386, 204), (350, 188, 401, 269), (354, 368, 400, 447), (367, 299, 441, 475), (376, 551, 479, 639), (413, 230, 479, 382)]",0,[],9,0.0,0.0,0.0,"[(0, 353, 6, 366), (180, 59, 207, 94), (203, 394, 213, 403), (209, 393, 276, 477), (281, 378, 329, 432), (336, 384, 341, 389), (336, 405, 343, 416), (342, 374, 347, 379), (437, 83, 457, 102)]",6,0.0,0.0,0.0,"[(0, 353, 6, 366), (203, 394, 213, 403), (336, 384, 341, 389), (336, 405, 343, 416), (342, 374, 347, 379), (437, 83, 457, 102)]"
BloodImage_00278.jpg,12,"[(346, 3, 464, 123), (153, 165, 271, 285), (1, 359, 104, 476), (93, 270, 197, 387), (175, 389, 313, 500), (51, 559, 168, 640), (423, 492, 479, 610), (177, 31, 295, 151), (43, 149, 132, 256), (433, 246, 480, 353), (114, 394, 217, 525), (211, 469, 329, 577)]",22,0.167,0.259,0.318,"[(1, 78, 85, 182), (1, 235, 78, 341), (1, 370, 93, 457), (1, 496, 93, 612), (10, 1, 122, 85), (31, 154, 124, 247), (71, 497, 123, 555), (75, 564, 156, 639), (111, 235, 213, 366), (112, 317, 172, 371), (115, 24, 286, 140), (162, 236, 223, 273), (132, 1, 205, 34), (185, 399, 317, 562), (172, 558, 244, 639), (207, 140, 270, 251), (249, 1, 413, 39), (291, 124, 463, 216), (358, 3, 448, 113), (437, 255, 479, 346), (445, 498, 479, 589), (464, 198, 479, 218)]",14,0.833,0.238,0.357,"[(1, 78, 85, 182), (1, 235, 78, 341), (1, 370, 93, 457), (1, 496, 93, 612), (10, 1, 122, 85), (31, 154, 124, 247), (71, 497, 123, 555), (75, 564, 156, 639), (111, 235, 213, 366), (112, 317, 172, 371), (172, 558, 244, 639), (249, 1, 413, 39), (358, 3, 448, 113), (437, 255, 479, 346)]",0,[],4,0.0,0.0,0.0,"[(0, 216, 4, 227), (55, 87, 80, 112), (326, 324, 480, 470), (342, 303, 359, 316)]",3,0.0,0.0,0.0,"[(0, 216, 4, 227), (55, 87, 80, 112), (342, 303, 359, 316)]"
BloodImage_00279.jpg,13,"[(293, 287, 395, 394), (281, 214, 365, 302), (49, 44, 173, 131), (122, 522, 224, 629), (163, 161, 267, 270), (171, 246, 268, 343), (178, 305, 270, 404), (370, 158, 462, 257), (195, 1, 296, 70), (279, 134, 371, 233), (119, 437, 223, 531), (237, 458, 346, 576), (331, 419, 440, 537)]",30,0.0,0.229,0.267,"[(1, 115, 71, 273), (1, 270, 17, 294), (1, 490, 79, 549), (4, 430, 16, 446), (1, 1, 80, 34), (28, 517, 84, 565), (16, 574, 148, 639), (56, 146, 128, 191), (58, 58, 96, 84), (60, 219, 122, 249), (106, 100, 150, 119), (140, 508, 220, 624), (152, 23, 270, 110), (145, 414, 224, 515), (189, 185, 260, 275), (192, 264, 265, 391), (188, 137, 268, 191), (198, 1, 281, 89), (249, 1, 291, 57), (259, 473, 340, 570), (291, 429, 456, 603), (292, 256, 365, 300), (294, 141, 402, 255), (298, 291, 387, 387), (311, 23, 399, 126), (367, 133, 466, 256), (384, 534, 455, 631), (438, 115, 479, 155), (443, 537, 479, 613), (442, 261, 472, 318)]",20,0.462,0.32,0.4,"[(1, 115, 71, 273), (1, 490, 79, 549), (1, 1, 80, 34), (28, 517, 84, 565), (16, 574, 148, 639), (56, 146, 128, 191), (140, 508, 220, 624), (152, 23, 270, 110), (145, 414, 224, 515), (189, 185, 260, 275), (192, 264, 265, 391), (188, 137, 268, 191), (198, 1, 281, 89), (259, 473, 340, 570), (294, 141, 402, 255), (298, 291, 387, 387), (311, 23, 399, 126), (367, 133, 466, 256), (384, 534, 455, 631), (443, 537, 479, 613)]",0,[],5,0.0,0.0,0.0,"[(0, 295, 58, 381), (0, 384, 51, 403), (26, 372, 32, 380), (35, 343, 107, 406), (97, 377, 155, 437)]",1,0.0,0.0,0.0,"[(26, 372, 32, 380)]"
BloodImage_00281.jpg,10,"[(140, 112, 242, 221), (45, 79, 148, 176), (254, 1, 366, 112), (345, 111, 454, 222), (258, 120, 363, 238), (52, 232, 186, 349), (121, 413, 226, 531), (265, 529, 373, 640), (1, 1, 100, 126), (73, 522, 197, 617)]",20,0.0,0.5,0.5,"[(1, 178, 9, 203), (1, 309, 70, 397), (1, 416, 17, 463), (1, 487, 47, 574), (3, 6, 90, 113), (57, 86, 137, 169), (66, 242, 178, 339), (91, 531, 189, 600), (128, 429, 224, 518), (148, 122, 235, 209), (176, 609, 249, 639), (264, 127, 358, 230), (269, 1, 361, 80), (269, 538, 368, 639), (289, 50, 362, 94), (356, 126, 443, 206), (378, 1, 472, 59), (381, 609, 425, 639), (417, 402, 479, 510), (446, 569, 479, 627)]",16,0.4,0.625,0.625,"[(1, 309, 70, 397), (1, 487, 47, 574), (3, 6, 90, 113), (57, 86, 137, 169), (66, 242, 178, 339), (91, 531, 189, 600), (128, 429, 224, 518), (148, 122, 235, 209), (176, 609, 249, 639), (264, 127, 358, 230), (269, 1, 361, 80), (269, 538, 368, 639), (289, 50, 362, 94), (356, 126, 443, 206), (378, 1, 472, 59), (417, 402, 479, 510)]",0,[],12,0.0,0.0,0.0,"[(169, 288, 303, 410), (187, 277, 199, 285), (203, 81, 208, 87), (239, 411, 255, 420), (261, 416, 283, 423), (288, 404, 293, 409), (297, 303, 302, 308), (436, 68, 445, 76), (454, 34, 461, 45), (463, 59, 480, 78), (464, 24, 469, 30), (466, 36, 471, 41)]",11,0.0,0.0,0.0,"[(187, 277, 199, 285), (203, 81, 208, 87), (239, 411, 255, 420), (261, 416, 283, 423), (288, 404, 293, 409), (297, 303, 302, 308), (436, 68, 445, 76), (454, 34, 461, 45), (463, 59, 480, 78), (464, 24, 469, 30), (466, 36, 471, 41)]"
BloodImage_00282.jpg,14,"[(250, 322, 357, 460), (234, 1, 342, 119), (106, 26, 220, 142), (1, 4, 93, 114), (104, 154, 197, 264), (204, 132, 297, 237), (137, 268, 266, 356), (377, 277, 477, 381), (341, 78, 450, 203), (202, 537, 315, 640), (96, 537, 208, 640), (311, 423, 423, 526), (265, 218, 377, 321), (1, 500, 60, 624)]",25,0.214,0.5,0.52,"[(1, 507, 53, 613), (1, 7, 76, 97), (6, 255, 69, 357), (73, 522, 118, 612), (75, 598, 118, 639), (102, 545, 193, 632), (104, 164, 193, 247), (118, 36, 208, 132), (148, 272, 248, 348), (194, 288, 257, 347), (213, 139, 292, 232), (225, 550, 308, 628), (241, 1, 338, 98), (262, 340, 349, 442), (280, 244, 319, 293), (287, 171, 393, 289), (307, 593, 391, 639), (337, 429, 433, 517), (352, 84, 447, 193), (387, 294, 476, 372), (428, 385, 479, 481), (402, 523, 442, 584), (399, 1, 479, 49), (438, 502, 479, 580), (462, 132, 479, 192)]",20,0.571,0.619,0.65,"[(1, 507, 53, 613), (1, 7, 76, 97), (73, 522, 118, 612), (102, 545, 193, 632), (104, 164, 193, 247), (118, 36, 208, 132), (148, 272, 248, 348), (194, 288, 257, 347), (213, 139, 292, 232), (225, 550, 308, 628), (241, 1, 338, 98), (262, 340, 349, 442), (287, 171, 393, 289), (307, 593, 391, 639), (337, 429, 433, 517), (352, 84, 447, 193), (387, 294, 476, 372), (428, 385, 479, 481), (399, 1, 479, 49), (438, 502, 479, 580)]",0,[],1,0.0,0.0,0.0,"[(0, 197, 116, 286)]",0,1.0,0.0,0.0,[]
BloodImage_00283.jpg,12,"[(274, 381, 367, 494), (156, 435, 274, 554), (96, 347, 204, 455), (150, 282, 243, 386), (1, 343, 93, 447), (379, 355, 480, 466), (407, 220, 480, 330), (1, 448, 107, 560), (334, 547, 442, 640), (63, 173, 171, 266), (73, 54, 181, 147), (126, 10, 234, 103)]",24,0.0,0.333,0.375,"[(1, 23, 27, 95), (1, 590, 14, 639), (10, 459, 93, 508), (14, 482, 112, 633), (15, 376, 118, 450), (17, 357, 82, 405), (74, 193, 164, 252), (83, 65, 161, 139), (84, 150, 203, 237), (106, 389, 196, 444), (111, 568, 169, 639), (118, 361, 192, 404), (136, 15, 230, 126), (164, 448, 260, 539), (171, 294, 232, 377), (245, 1, 325, 25), (275, 625, 324, 639), (280, 395, 362, 481), (339, 559, 438, 639), (387, 369, 479, 452), (411, 471, 479, 554), (421, 234, 479, 313), (435, 572, 479, 623), (465, 31, 479, 80)]",19,0.417,0.409,0.474,"[(10, 459, 93, 508), (14, 482, 112, 633), (15, 376, 118, 450), (17, 357, 82, 405), (74, 193, 164, 252), (83, 65, 161, 139), (84, 150, 203, 237), (106, 389, 196, 444), (111, 568, 169, 639), (118, 361, 192, 404), (136, 15, 230, 126), (164, 448, 260, 539), (171, 294, 232, 377), (280, 395, 362, 481), (339, 559, 438, 639), (387, 369, 479, 452), (411, 471, 479, 554), (421, 234, 479, 313), (435, 572, 479, 623)]",0,[],4,0.0,0.0,0.0,"[(87, 275, 97, 283), (87, 284, 135, 331), (226, 46, 388, 240), (308, 184, 319, 192)]",2,0.0,0.0,0.0,"[(87, 275, 97, 283), (308, 184, 319, 192)]"
